Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,Croatia,"3,140","9,160","17,170","22,536","29,092","35,248","42,918","52,900","55,136","56,560","53,070","45,956","46,262","37,566","33,786","38,773","579,273","1,612","4,655","8,765","11,502","14,341","16,754","20,587","25,195","26,335","26,952","25,204","21,964","21,677","17,542","14,846","13,714","271,645","1,528","4,505","8,405","11,034","14,751","18,494","22,331","27,705","28,801","29,608","27,866","23,992","24,585","20,024","18,940","25,059","307,628"
2005,Gibraltar,741,683,589,474,644,875,"1,000",988,860,690,577,442,309,154,77,108,"9,211",322,285,253,216,316,416,472,480,442,368,323,256,179,89,45,56,"4,518",419,398,336,258,328,459,528,508,418,322,254,186,130,65,32,52,"4,693"
2005,Greece,"14,658","32,693","50,550","73,944","118,040","151,550","152,819","144,003","118,830","89,901","66,167","45,533","33,044","23,782","21,155","54,038","1,190,707","7,073","16,096","25,504","37,613","60,756","78,615","82,429","77,559","61,587","44,036","29,940","18,963","13,501","9,191","7,597","17,217","587,677","7,585","16,597","25,046","36,331","57,284","72,935","70,390","66,444","57,243","45,865","36,227","26,570","19,543","14,591","13,558","36,821","603,030"
2005,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,798,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,378,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420
2005,Italy,"52,163","117,599","170,035","220,353","287,712","451,018","571,944","560,927","467,403","334,991","218,515","142,638","103,646","86,336","67,553","101,952","3,954,785","27,882","62,816","90,197","111,868","135,846","205,039","265,024","269,141","224,634","155,256","93,442","54,420","36,863","30,762","24,367","32,733","1,820,290","24,281","54,783","79,838","108,485","151,866","245,979","306,920","291,786","242,769","179,735","125,073","88,218","66,783","55,574","43,186","69,219","2,134,495"
2005,Malta,358,704,"1,024","1,589","1,855","2,403","2,958","3,026","2,347","1,749","1,280","1,370","1,278",948,693,978,"24,560",170,342,519,805,921,"1,177","1,437","1,452","1,092",805,605,666,647,480,336,445,"11,899",188,362,505,784,934,"1,226","1,521","1,574","1,255",944,675,704,631,468,357,533,"12,661"
2005,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Portugal,"14,701","26,052","38,003","55,478","87,133","111,477","110,726","93,723","68,934","49,190","33,396","21,797","17,096","13,911","13,834","15,733","771,184","9,788","16,617","22,576","33,101","49,777","59,232","50,740","39,639","28,277","20,166","13,529","8,409","6,302","5,871","5,726","7,024","376,774","4,913","9,435","15,427","22,377","37,356","52,245","59,986","54,084","40,657","29,024","19,867","13,388","10,794","8,040","8,108","8,709","394,410"
2005,San Marino,115,153,170,208,397,563,673,590,500,345,202,115,58,47,29,53,"4,218",50,67,78,101,210,310,384,335,283,191,111,66,36,30,19,31,"2,302",65,86,92,107,187,253,289,255,217,154,91,49,22,17,10,22,"1,916"
2005,Serbia,"3,356","9,402","18,318","27,888","39,369","47,640","53,175","63,129","68,632","79,104","79,417","73,729","69,884","51,500","66,730","93,847","845,120","1,758","4,901","9,431","14,123","19,234","22,466","24,381","28,656","30,995","35,669","35,822","31,001","29,090","20,946","27,501","37,499","373,473","1,598","4,501","8,887","13,765","20,135","25,174","28,794","34,473","37,637","43,435","43,595","42,728","40,794","30,554","39,229","56,348","471,647"
2005,Slovenia,"1,926","3,359","4,636","6,212","10,328","16,305","20,688","21,224","19,269","20,115","20,457","16,641","11,194","9,341","6,509","9,072","197,276","1,063","1,846","2,484","3,205","5,128","8,189","10,873","11,828","11,192","11,969","12,198","9,644","6,087","4,633","2,929","3,863","107,131",863,"1,513","2,152","3,007","5,200","8,116","9,815","9,396","8,077","8,146","8,259","6,997","5,107","4,708","3,580","5,209","90,145"
2005,Spain,"56,559","136,058","193,214","218,129","362,266","546,733","608,759","538,604","422,770","305,438","210,542","147,473","114,347","90,935","67,139","88,260","4,107,226","28,773","69,853","100,778","113,515","188,348","286,603","326,745","291,895","226,010","158,853","105,521","71,199","54,706","44,102","32,094","41,685","2,140,680","27,786","66,205","92,436","104,614","173,918","260,130","282,014","246,709","196,760","146,585","105,021","76,274","59,641","46,833","35,045","46,575","1,966,546"
2005,TFYR Macedonia,"5,543","4,931","3,736","2,655","3,079","5,249","6,730","7,886","9,851","11,359","12,214","13,249","13,597","11,908","9,032","6,648","127,667","2,836","2,502","1,929","1,314","1,402","2,154","2,610","3,064","3,915","4,591","4,974","5,406","5,523","4,806","3,579","2,615","53,220","2,707","2,429","1,807","1,341","1,677","3,095","4,120","4,822","5,936","6,768","7,240","7,843","8,074","7,102","5,453","4,033","74,447"
2005,Western Europe,"289,359","471,788","634,214","971,645","1,433,303","1,878,902","2,133,995","2,194,733","2,189,721","2,015,311","1,867,905","1,630,791","1,272,506","956,018","775,052","1,175,497","21,890,740","147,285","240,359","324,570","494,018","682,635","901,237","1,047,626","1,096,331","1,120,962","1,015,470","906,813","843,302","663,896","489,406","385,987","472,124","10,832,021","142,074","231,429","309,644","477,627","750,668","977,665","1,086,369","1,098,402","1,068,759","999,841","961,092","787,489","608,610","466,612","389,065","703,373","11,058,719"
2005,Austria,"15,515","20,855","28,110","44,437","73,537","106,383","116,897","120,104","115,026","104,284","91,162","75,411","67,273","52,464","42,992","61,820","1,136,270","7,929","10,535","14,367","23,076","35,264","48,619","56,255","59,450","58,888","52,632","45,473","36,508","32,360","24,100","18,688","19,474","543,618","7,586","10,320","13,743","21,361","38,273","57,764","60,642","60,654","56,138","51,652","45,689","38,903","34,913","28,364","24,304","42,346","592,652"
2005,Belgium,"43,493","41,064","38,122","41,181","59,118","85,928","93,989","90,370","80,629","68,862","58,118","47,208","40,704","31,412","25,425","36,408","882,031","21,829","20,826","19,155","20,666","27,330","41,524","47,715","47,395","43,172","37,492","32,084","25,741","21,900","16,503","12,546","14,950","450,828","21,664","20,238","18,967","20,515","31,788","44,404","46,274","42,975","37,457","31,370","26,034","21,467","18,804","14,909","12,879","21,458","431,203"
2005,France,"74,543","139,719","165,116","225,022","337,005","448,855","524,882","565,266","602,403","650,252","657,763","614,943","483,912","366,970","303,789","577,160","6,737,600","37,102","71,027","83,253","114,024","155,182","210,415","253,846","279,437","296,750","314,445","321,164","323,000","259,272","196,589","153,827","231,526","3,300,859","37,441","68,692","81,863","110,998","181,823","238,440","271,036","285,829","305,653","335,807","336,599","291,943","224,640","170,381","149,962","345,634","3,436,741"
2005,Germany,"67,825","151,929","264,067","493,770","708,100","873,594","983,020","1,005,628","1,014,672","855,507","777,734","674,639","502,814","374,334","297,064","357,750","9,402,447","35,055","78,196","138,447","251,632","335,789","419,356","485,998","506,785","528,573","432,219","358,997","348,753","263,407","188,595","151,489","152,887","4,676,178","32,770","73,733","125,620","242,138","372,311","454,238","497,022","498,843","486,099","423,288","418,737","325,886","239,407","185,739","145,575","204,863","4,726,269"
2005,Liechtenstein,"1,587",935,898,"1,079","1,419","1,574","1,547","1,558","1,550","1,517","1,390","1,146",896,712,566,524,"18,898",791,466,441,514,651,713,714,742,764,775,742,632,512,407,307,263,"9,434",796,469,457,565,768,861,833,816,786,742,648,514,384,305,259,261,"9,464"
2005,Luxembourg,"2,420","4,628","6,281","6,431","9,188","15,275","17,679","17,268","15,791","13,843","12,546","8,992","6,647","4,357","3,346","5,926","150,618","1,232","2,356","3,180","3,217","4,531","7,505","8,765","8,702","8,088","7,196","6,556","4,555","3,266","2,019","1,427","2,356","74,951","1,188","2,272","3,101","3,214","4,657","7,770","8,914","8,566","7,703","6,647","5,990","4,437","3,381","2,338","1,919","3,570","75,667"
2005,Monaco,365,610,546,605,599,754,"1,080","1,576","1,797","1,886","1,754","1,832","1,894","1,642","1,370","3,002","21,312",177,300,277,316,305,372,511,762,882,950,886,914,928,793,625,"1,324","10,322",188,310,269,289,294,382,569,814,915,936,868,918,966,849,745,"1,678","10,990"
2005,Netherlands,"21,804","39,743","57,225","79,285","128,182","179,363","196,578","201,357","183,026","158,289","132,536","102,302","84,627","63,007","48,175","60,628","1,736,127","10,347","18,546","26,450","38,231","64,169","89,390","94,420","93,839","92,507","84,803","68,323","47,097","38,311","29,864","23,343","23,804","843,444","11,457","21,197","30,775","41,054","64,013","89,973","102,158","107,518","90,519","73,486","64,213","55,205","46,316","33,143","24,832","36,824","892,683"
2005,Switzerland,"61,807","72,305","73,849","79,835","116,155","167,176","198,323","191,606","174,827","160,871","134,902","104,318","83,739","61,120","52,325","72,279","1,805,437","32,823","38,107","39,000","42,342","59,414","83,343","99,402","99,219","91,338","84,958","72,588","56,102","43,940","30,536","23,735","25,540","922,387","28,984","34,198","34,849","37,493","56,741","83,833","98,921","92,387","83,489","75,913","62,314","48,216","39,799","30,584","28,590","46,739","883,050"
2005,LATIN AMERICA AND THE CARIBBEAN,"338,335","380,143","415,819","416,293","539,452","609,556","612,954","583,768","537,732","496,029","484,300","407,657","355,527","304,500","271,355","484,056","7,237,476","174,134","194,051","210,273","206,352","265,454","298,473","301,923","289,012","267,263","249,424","244,312","207,675","179,275","156,170","136,944","216,258","3,596,993","164,201","186,092","205,546","209,941","273,998","311,083","311,031","294,756","270,469","246,605","239,988","199,982","176,252","148,330","134,411","267,798","3,640,483"
2005,Caribbean,"60,036","65,880","76,946","97,466","143,847","154,717","143,473","122,979","107,619","91,339","76,566","51,139","42,247","33,638","26,903","38,323","1,333,118","31,908","34,428","39,446","50,280","75,811","81,054","73,282","61,702","53,331","44,893","38,386","25,874","22,108","17,079","14,374","18,995","682,951","28,128","31,452","37,500","47,186","68,036","73,663","70,191","61,277","54,288","46,446","38,180","25,265","20,139","16,559","12,529","19,328","650,167"
2005,Anguilla,355,315,274,291,389,477,534,530,446,335,237,177,142,64,55,63,"4,684",164,144,126,138,188,229,249,248,221,174,120,84,62,24,21,18,"2,210",191,171,148,153,201,248,285,282,225,161,117,93,80,40,34,45,"2,474"
2005,Antigua and Barbuda,"1,345","1,113","1,500","1,877","2,151","2,565","2,829","2,824","2,524","1,937","1,349",909,678,430,278,432,"24,741",624,524,705,898,973,"1,146","1,224","1,210","1,098",854,600,406,303,195,126,166,"11,052",721,589,795,979,"1,178","1,419","1,605","1,614","1,426","1,083",749,503,375,235,152,266,"13,689"
2005,Aruba,585,949,"1,545","1,884","2,613","3,209","3,739","4,133","3,916","3,019","2,182","1,491",932,760,582,"1,001","32,540",279,479,747,938,"1,295","1,461","1,735","1,865","1,651","1,215",920,637,383,320,262,372,"14,559",306,470,798,946,"1,318","1,748","2,004","2,268","2,265","1,804","1,262",854,549,440,320,629,"17,981"
2005,Bahamas,"1,600",915,"1,060","2,017","3,397","4,726","5,645","5,921","5,225","3,249","3,031","2,426","2,106","1,769",956,"1,552","45,595",768,435,505,996,"1,700","2,369","2,859","3,053","2,741","1,739","1,657","1,333","1,159",967,536,829,"23,646",832,480,555,"1,021","1,697","2,357","2,786","2,868","2,484","1,510","1,374","1,093",947,802,420,723,"21,949"
2005,Barbados,"1,214","1,261","1,363","1,897","2,452","2,780","3,020","3,060","2,725","2,549","2,111","1,774","1,322","1,118",829,"1,149","30,624",651,659,649,932,"1,167","1,253","1,348","1,359","1,177","1,061",871,741,529,436,331,411,"13,575",563,602,714,965,"1,285","1,527","1,672","1,701","1,548","1,488","1,240","1,033",793,682,498,738,"17,049"
2005,British Virgin Islands,588,619,722,865,"1,061","1,393","1,549","1,798","1,765","1,431","1,045",803,577,344,203,253,"15,016",292,301,340,432,505,676,767,891,842,661,554,390,328,185,110,127,"7,401",296,318,382,433,556,717,782,907,923,770,491,413,249,159,93,126,"7,615"
2005,Caribbean Netherlands,"1,639","1,598","3,234","3,717","2,790","3,321","4,195","4,971","5,589","5,412","4,020","3,358","1,981","1,455",942,883,"49,105",779,722,"1,575","1,542","1,151","1,448","1,619","2,171","2,297","2,350","1,818","1,729",925,791,583,230,"21,730",860,876,"1,659","2,175","1,639","1,873","2,576","2,800","3,292","3,062","2,202","1,629","1,056",664,359,653,"27,375"
2005,Cayman Islands,709,920,979,"1,277","1,834","2,151","2,365","2,348","2,344","1,845","1,468","1,114",859,599,419,424,"21,655",366,442,530,651,816,"1,027","1,190","1,204","1,289",943,749,567,495,327,231,184,"11,011",343,478,449,626,"1,018","1,124","1,175","1,144","1,055",902,719,547,364,272,188,240,"10,644"
2005,Cuba,294,496,455,873,"1,350","1,302","1,113","1,170","1,249","1,188",976,996,970,783,906,"2,902","17,023",164,261,250,472,651,632,481,431,419,409,361,369,440,406,436,"1,358","7,540",130,235,205,401,699,670,632,739,830,779,615,627,530,377,470,"1,544","9,483"
2005,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Dominica,536,581,527,496,446,389,330,276,232,186,166,132,121,112,103,111,"4,744",266,299,279,259,234,212,177,146,124,103,92,75,68,62,55,40,"2,491",270,282,248,237,212,177,153,130,108,83,74,57,53,50,48,71,"2,253"
2005,Dominican Republic,"25,506","22,481","24,009","34,349","56,748","58,343","42,503","29,329","21,498","15,206","12,451","8,270","7,889","5,576","4,790","7,053","376,001","14,343","12,422","13,047","19,374","34,220","36,368","27,319","18,614","13,500","9,526","7,987","5,310","5,254","3,004","3,308","4,584","228,180","11,163","10,059","10,962","14,975","22,528","21,975","15,184","10,715","7,998","5,680","4,464","2,960","2,635","2,572","1,482","2,469","147,821"
2005,Grenada,598,504,457,700,885,574,439,424,468,421,341,329,239,186,161,176,"6,902",312,254,243,355,468,281,179,198,218,195,180,159,134,98,85,65,"3,424",286,250,214,345,417,293,260,226,250,226,161,170,105,88,76,111,"3,478"
2005,Guadeloupe,"3,071","6,195","7,412","7,984","7,068","8,371","9,460","9,369","8,220","6,810","5,260","3,474","2,683","1,571",988,"1,129","89,065","1,535","3,100","3,711","3,971","3,323","3,618","3,904","3,925","3,536","3,031","2,437","1,656","1,456",893,588,589,"41,273","1,536","3,095","3,701","4,013","3,745","4,753","5,556","5,444","4,684","3,779","2,823","1,818","1,227",678,400,540,"47,792"
2005,Haiti,"2,459","1,613","1,418","1,573","2,012","2,594","3,143","3,367","3,091","2,640","2,167","1,797","1,258",628,313,395,"30,468","1,521",953,792,803,990,"1,289","1,646","1,992","1,945","1,631","1,294","1,049",735,367,184,222,"17,413",938,660,626,770,"1,022","1,305","1,497","1,375","1,146","1,009",873,748,523,261,129,173,"13,055"
2005,Jamaica,"2,272","1,940","1,992","1,880","1,515","1,537","1,737","1,964","2,015","1,761","1,170","1,112",799,678,637,"1,305","24,314","1,203","1,002","1,028",979,783,782,891,965,"1,032",897,629,563,379,326,299,505,"12,263","1,069",938,964,901,732,755,846,999,983,864,541,549,420,352,338,800,"12,051"
2005,Martinique,"1,921","3,856","5,394","5,879","4,967","5,114","5,522","5,569","4,784","4,047","3,303","2,334","1,537","1,201",894,712,"57,034",963,"1,921","2,650","2,802","2,263","2,219","2,342","2,366","2,063","1,781","1,490","1,069",715,566,390,291,"25,891",958,"1,935","2,744","3,077","2,704","2,895","3,180","3,203","2,721","2,266","1,813","1,265",822,635,504,421,"31,143"
2005,Montserrat,107,99,69,70,88,117,128,126,106,95,82,49,31,26,18,33,"1,244",55,52,39,40,50,63,67,63,51,45,39,24,17,15,10,9,639,52,47,30,30,38,54,61,63,55,50,43,25,14,11,8,24,605
2005,Puerto Rico,"8,789","13,576","16,646","21,411","43,217","45,699","43,776","33,706","29,286","27,679","24,958","11,768","10,016","8,310","5,658","7,649","352,144","4,399","7,052","8,370","10,614","20,793","21,234","19,941","15,415","13,546","12,963","11,820","5,552","4,883","4,072","2,679","3,447","166,780","4,390","6,524","8,276","10,797","22,424","24,465","23,835","18,291","15,740","14,716","13,138","6,216","5,133","4,238","2,979","4,202","185,364"
2005,Saint Kitts and Nevis,527,550,609,521,478,607,655,606,513,417,306,234,193,154,133,179,"6,682",271,280,292,249,238,315,355,337,287,231,170,131,108,85,70,82,"3,501",256,270,317,272,240,292,300,269,226,186,136,103,85,69,63,97,"3,181"
2005,Saint Lucia,724,780,947,"1,013",820,940,"1,119","1,062",975,762,560,372,385,306,253,450,"11,468",368,393,478,513,411,462,547,524,488,393,289,193,204,164,134,222,"5,783",356,387,469,500,409,478,572,538,487,369,271,179,181,142,119,228,"5,685"
2005,Saint Vincent and the Grenadines,439,463,508,473,363,301,314,324,293,242,187,135,99,85,82,87,"4,395",220,232,253,235,180,146,147,150,138,119,93,65,48,42,41,35,"2,144",219,231,255,238,183,155,167,174,155,123,94,70,51,43,41,52,"2,251"
2005,Sint Maarten (Dutch part),461,703,861,986,908,919,"1,125","1,231","1,295","1,188",989,789,686,351,190,418,"13,100",230,351,406,471,436,439,533,583,621,578,493,392,341,169,88,154,"6,285",231,352,455,515,472,480,592,648,674,610,496,397,345,182,102,264,"6,815"
2005,Trinidad and Tobago,"1,543","1,430","1,550","1,586","1,810","2,027","2,304","2,544","2,667","2,688","2,546","2,376","2,674","3,957","5,239","7,871","44,812",731,668,714,712,785,836,905,978,"1,039","1,079","1,048",991,"1,121","1,974","2,827","4,239","20,647",812,762,836,874,"1,025","1,191","1,399","1,566","1,628","1,609","1,498","1,385","1,553","1,983","2,412","3,632","24,165"
2005,Turks and Caicos Islands,"1,022","1,062","1,051","1,060","1,171","1,290","1,357","1,364","1,207",984,621,397,270,107,80,72,"13,115",526,542,540,546,603,666,710,721,642,519,320,200,135,55,38,24,"6,787",496,520,511,514,568,624,647,643,565,465,301,197,135,52,42,48,"6,328"
2005,United States Virgin Islands,"1,732","1,861","2,364","2,787","3,314","3,971","4,572","4,963","5,186","5,248","5,040","4,523","3,800","3,068","2,194","2,024","56,647",878,940,"1,177","1,358","1,588","1,883","2,147","2,293","2,366","2,396","2,355","2,189","1,886","1,536",942,792,"26,726",854,921,"1,187","1,429","1,726","2,088","2,425","2,670","2,820","2,852","2,685","2,334","1,914","1,532","1,252","1,232","29,921"
2005,Central America,"149,168","146,519","145,201","112,963","115,580","115,304","113,490","105,122","90,179","73,347","56,730","46,524","34,511","28,158","21,804","31,113","1,385,713","76,218","74,097","72,824","54,098","54,901","55,019","55,463","52,498","45,759","37,617","29,219","24,354","18,265","15,178","11,517","15,117","692,144","72,950","72,422","72,377","58,865","60,679","60,285","58,027","52,624","44,420","35,730","27,511","22,170","16,246","12,980","10,287","15,996","693,569"
2005,Belize,876,"1,285","1,908","3,187","4,389","5,086","5,087","4,477","3,781","3,251","2,511","1,919","1,290",927,706,744,"41,424",392,584,883,"1,512","2,116","2,480","2,532","2,318","2,022","1,765","1,373","1,045",714,514,391,404,"21,045",484,701,"1,025","1,675","2,273","2,606","2,555","2,159","1,759","1,486","1,138",874,576,413,315,340,"20,379"
2005,Costa Rica,"7,972","9,879","16,977","23,309","34,913","43,728","45,412","41,587","34,930","27,903","20,663","16,219","11,376","8,737","6,589","7,981","358,175","4,094","5,014","8,568","11,344","17,107","21,343","22,164","20,281","16,955","13,493","9,918","8,033","5,821","4,652","3,498","4,050","176,335","3,878","4,865","8,409","11,965","17,806","22,385","23,248","21,306","17,975","14,410","10,745","8,186","5,555","4,085","3,091","3,931","181,840"
2005,El Salvador,"1,757","2,308","2,960","4,105","4,700","3,575","2,904","2,936","2,610","2,090","1,455","1,183",886,687,638,"1,225","36,019",895,"1,163","1,457","1,877","2,099","1,682","1,428","1,447","1,253",988,692,561,416,294,280,497,"17,029",862,"1,145","1,503","2,228","2,601","1,893","1,476","1,489","1,357","1,102",763,622,470,393,358,728,"18,990"
2005,Guatemala,"3,743","3,493","3,202","3,957","5,625","6,906","7,167","6,599","5,053","3,530","2,406","1,907","1,526",914,548,676,"57,252","2,086","1,881","1,625","1,834","2,374","2,775","2,900","2,784","2,248","1,647","1,165",941,753,452,271,328,"26,064","1,657","1,612","1,577","2,123","3,251","4,131","4,267","3,815","2,805","1,883","1,241",966,773,462,277,348,"31,188"
2005,Honduras,"1,451","1,783","2,271","2,622","2,849","2,930","2,746","2,431","2,066","1,704","1,426","1,231",984,590,354,437,"27,875",639,771,982,"1,123","1,200","1,403","1,516","1,447","1,265","1,049",877,746,596,358,215,257,"14,444",812,"1,012","1,289","1,499","1,649","1,527","1,230",984,801,655,549,485,388,232,139,180,"13,431"
2005,Mexico,"127,061","119,432","109,346","62,941","51,413","39,129","35,304","32,545","28,365","23,298","18,626","16,788","12,439","11,588","9,548","14,664","712,487","64,872","60,433","55,035","30,136","24,327","18,524","17,549","16,885","15,182","12,674","10,129","9,165","6,703","6,308","5,000","6,720","359,642","62,189","58,999","54,311","32,805","27,086","20,605","17,755","15,660","13,183","10,624","8,497","7,623","5,736","5,280","4,548","7,944","352,845"
2005,Nicaragua,"4,012","4,491","3,739","6,785","2,632","1,777","1,687","1,665","1,660","1,459","1,364","1,023",810,579,453,782,"34,918","2,068","2,295","1,864","3,281","1,263",868,839,845,867,802,762,570,455,328,252,414,"17,773","1,944","2,196","1,875","3,504","1,369",909,848,820,793,657,602,453,355,251,201,368,"17,145"
2005,Panama,"2,296","3,848","4,798","6,057","9,059","12,173","13,183","12,882","11,714","10,112","8,279","6,254","5,200","4,136","2,968","4,604","117,563","1,172","1,956","2,410","2,991","4,415","5,944","6,535","6,491","5,967","5,199","4,303","3,293","2,807","2,272","1,610","2,447","59,812","1,124","1,892","2,388","3,066","4,644","6,229","6,648","6,391","5,747","4,913","3,976","2,961","2,393","1,864","1,358","2,157","57,751"
2005,South America,"129,131","167,744","193,672","205,864","280,025","339,535","355,991","355,667","339,934","331,343","351,004","309,994","278,769","242,704","222,648","414,620","4,518,645","66,008","85,526","98,003","101,974","134,742","162,400","173,178","174,812","168,173","166,914","176,707","157,447","138,902","123,913","111,053","182,146","2,221,898","63,123","82,218","95,669","103,890","145,283","177,135","182,813","180,855","171,761","164,429","174,297","152,547","139,867","118,791","111,595","232,474","2,296,747"
2005,Argentina,"18,306","36,138","50,096","59,308","92,437","116,992","129,800","128,610","123,421","121,310","152,056","134,701","118,361","101,372","93,165","197,015","1,673,088","9,263","18,085","24,687","28,095","42,014","52,617","58,890","58,696","56,508","56,549","72,812","65,800","55,568","49,437","43,916","81,873","774,810","9,043","18,053","25,409","31,213","50,423","64,375","70,910","69,914","66,913","64,761","79,244","68,901","62,793","51,935","49,249","115,142","898,278"
2005,Bolivia (Plurinational State of),"12,514","12,135","9,878","8,752","10,271","9,780","8,141","7,629","6,666","5,723","4,643","3,465","2,753","1,949","1,419","2,027","107,745","6,553","6,225","5,048","4,430","5,218","5,021","4,235","3,965","3,537","3,177","2,575","1,899","1,495",971,677,993,"56,019","5,961","5,910","4,830","4,322","5,053","4,759","3,906","3,664","3,129","2,546","2,068","1,566","1,258",978,742,"1,034","51,726"
2005,Brazil,"12,510","15,742","15,349","17,066","22,382","27,210","28,573","31,636","34,852","42,761","49,781","50,844","54,104","56,624","58,575","120,573","638,582","6,426","8,334","7,709","8,622","11,279","14,039","16,082","18,464","20,772","26,049","28,492","28,796","29,757","31,921","31,928","54,349","343,019","6,084","7,408","7,640","8,444","11,103","13,171","12,491","13,172","14,080","16,712","21,289","22,048","24,347","24,703","26,647","66,224","295,563"
2005,Chile,"13,258","15,629","20,174","20,054","30,768","34,248","30,820","27,286","20,652","14,131","10,530","8,257","7,203","4,785","4,859","10,730","273,384","6,684","7,834","10,126","9,860","14,268","15,394","14,058","12,684","9,578","6,602","5,119","4,161","3,545","2,496","2,463","4,526","129,398","6,574","7,795","10,048","10,194","16,500","18,854","16,762","14,602","11,074","7,529","5,411","4,096","3,658","2,289","2,396","6,204","143,986"
2005,Colombia,"11,877","9,314","12,281","12,008","10,459","8,543","6,324","6,129","5,520","4,756","4,403","3,876","3,325","2,574","2,210","4,013","107,612","6,069","4,721","6,312","5,749","4,974","4,103","3,236","3,296","3,009","2,682","2,551","2,239","1,934","1,492","1,257","2,082","55,706","5,808","4,593","5,969","6,259","5,485","4,440","3,088","2,833","2,511","2,074","1,852","1,637","1,391","1,082",953,"1,931","51,906"
2005,Ecuador,"17,643","22,509","19,343","17,238","17,017","17,085","14,934","13,676","10,987","9,376","7,557","5,890","4,598","3,340","2,386","3,825","187,404","9,209","11,620","9,854","8,702","8,582","8,678","7,612","6,974","5,633","4,918","4,050","3,157","2,396","1,682","1,202","1,919","96,188","8,434","10,889","9,489","8,536","8,435","8,407","7,322","6,702","5,354","4,458","3,507","2,733","2,202","1,658","1,184","1,906","91,216"
2005,Falkland Islands (Malvinas),71,67,63,80,102,124,133,127,106,83,65,48,37,22,13,25,"1,166",40,39,38,46,56,66,71,70,60,52,45,35,25,15,9,8,675,31,28,25,34,46,58,62,57,46,31,20,13,12,7,4,17,491
2005,French Guiana,"2,261","4,458","6,719","7,247","7,080","9,200","10,734","10,532","8,544","6,754","4,928","3,014","2,260","1,356",610,771,"86,468","1,149","2,372","4,012","4,215","3,591","4,523","5,718","5,481","4,167","3,004","1,869",866,869,553,150,190,"42,729","1,112","2,086","2,707","3,032","3,489","4,677","5,016","5,051","4,377","3,750","3,059","2,148","1,391",803,460,581,"43,739"
2005,Guyana,692,891,"1,143","1,432","1,449","1,220",937,668,504,455,427,400,280,167,83,120,"10,868",336,451,598,729,706,602,504,385,301,275,265,255,179,107,54,70,"5,817",356,440,545,703,743,618,433,283,203,180,162,145,101,60,29,50,"5,051"
2005,Paraguay,"6,881","8,775","10,454","12,425","14,847","17,382","17,302","16,304","14,890","12,652","10,350","8,028","6,171","4,617","2,987","4,178","168,243","3,591","4,553","5,357","6,286","7,469","8,795","8,881","8,508","7,903","6,839","5,676","4,422","3,382","2,473","1,519","2,044","87,698","3,290","4,222","5,097","6,139","7,378","8,587","8,421","7,796","6,987","5,813","4,674","3,606","2,789","2,144","1,468","2,134","80,545"
2005,Peru,"5,709","8,097","6,489","4,241","4,684","6,407","5,718","5,467","5,024","4,592","4,182","3,808","3,574","2,950","2,299","4,300","77,541","2,930","4,148","3,292","2,093","2,292","3,124","2,885","2,836","2,677","2,468","2,206","1,931","1,714","1,352",995,"1,803","38,746","2,779","3,949","3,197","2,148","2,392","3,283","2,833","2,631","2,347","2,124","1,976","1,877","1,860","1,598","1,304","2,497","38,795"
2005,Suriname,"2,717","2,947","3,044","3,115","3,238","3,191","2,968","2,647","2,243","1,896","1,587","1,304","1,068",761,422,516,"33,664","1,421","1,553","1,615","1,643","1,677","1,643","1,564","1,450","1,274","1,108",951,795,656,443,246,300,"18,339","1,296","1,394","1,429","1,472","1,561","1,548","1,404","1,197",969,788,636,509,412,318,176,216,"15,325"
2005,Uruguay,"3,067","3,262","3,540","3,555","4,335","4,826","5,335","6,324","6,602","5,476","4,328","4,375","5,166","5,630","5,200","11,297","82,318","1,528","1,708","1,809","1,837","2,147","2,143","2,321","2,715","2,809","2,518","2,029","2,109","2,459","2,701","2,435","4,390","37,658","1,539","1,554","1,731","1,718","2,188","2,683","3,014","3,609","3,793","2,958","2,299","2,266","2,707","2,929","2,765","6,907","44,660"
